id,text,i_f25,i_f16,i_f05,i_f01,i_f02,i_f04,i_f15,i_f27,i_f28,i_f30
109,被证实的染病患者应该自己主动去联系医院和社区，还要给政府部门打电话说啊！除了自己站出来去联系，旁人也木有什么办法啊！加油💪,0,0,0,0,0,0,0,0,0,0
110,小区管理可以只有一个出入口，不戴口罩不许在公共场所停留。没有措施，只会越来越严重。很多人不怕死吗？,0,0,0,0,0,0,0,0,0,0
111,难受啊,0,0,0,0,0,0,0,0,0,0
112,预言贴:印度某平民窟，会爆发新一轮疫情,0,0,0,0,0,0,0,0,0,0
113,豁,0,0,0,0,0,0,0,0,0,0
114,刀了,0,0,0,0,0,0,0,0,0,0
115,...这波他们在33层,0,0,0,0,0,0,0,0,0,0
116,这不需要预言就印度那情况是肯定,0,0,0,0,0,0,0,0,0,0
117,可怜啊。,0,0,0,0,0,0,0,0,0,0
118,膜拜大神,0,0,0,0,0,0,0,0,0,0
119,分享贴子原贴已被屏蔽或删除。来自：tieba.baidu.com/p/7327238252,0,0,0,0,0,0,0,0,0,0
120,双重突变就是同时开了嗜血和狂暴，杀伤力能不强吗？,0,0,0,0,0,0,0,0,0,0
121,不是双重突变，是三重突变！,0,0,0,0,0,0,0,0,0,0
122,截至2020年底，全球累计确诊人数超过8000万例,0,0,0,0,0,0,0,0,0,0
124,马上就要1亿了。（或许实际已经超了）,0,0,0,0,0,0,0,0,0,0
125,在SARS爆发前15年，国医前往英国深造呼吸学,0,0,0,0,0,0,0,0,0,0
126,同源80%,0,0,0,0,0,0,0,0,0,0
127,越来越多,0,0,0,0,0,0,0,0,0,0
128,1月10日，全球累计确诊人数超过9000万例。1月15日，全球累计死亡人数200万例。,0,0,0,0,0,0,0,0,0,0
129,现在还在加速,0,0,0,0,0,0,0,0,0,0
130,1月26日，全球累计确诊人数超过1亿例。,0,0,0,0,0,0,0,0,0,0
131,可怕,0,0,0,0,0,0,0,0,0,0
132,2月17日，全球累计确诊人数超过1.1亿例。近期新增速度减缓，现有数出现下降。,0,0,0,0,0,0,0,0,0,0
133,疫苗暂时起了些作用,0,0,0,0,0,0,0,0,0,0
134,耶洛因（外星科学家）在地球上创造的生命是平衡的，也就是说，在动物、植物、和人类世界之间是一个自我平衡的生态系统。关于这一点，对狐狸和兔子之间数量平衡的研究就是一个很好的例子。头一年兔子的数量增加了，随后几年狐狸得到更多食物，数量增加过多，以至于兔子的数量又不够了，而狐狸的数量也随之减少，等等等等……自然法则保证了完美的平衡。人类也逃脱不了自然的法则。人口过多造成了成千上万种动植物的灭绝。海洋中所含的鱼类比20年前减少了50%，我们食用的鸡、猪和牛从未见过大自然，它们被挤成堆，一动不能动，这并不是种很好的感觉。自然法则将产生病毒，来消灭过剩的人口。如果狼和狮子无法阻止人类的过度繁衍，小小的病毒就来了。可以预见到的，是比冠状病毒具有更强毒性的病毒会出现，使得人口锐减（直至十分之一）。剩下8亿人口的人类将会更好的在地球上和谐相处，也包括同动植物的和谐相处。没有人会因被病毒夺去的生命和遭受的苦难而幸灾乐祸，但幸存下来的人却需要严格控制人口以避免再次出现人口过剩。否则的话，自然法则会再次出手。到那时，幸存的人类将生活在一个天堂般的星球上，再也没有人会死于饥饿或战争。,0,0,0,0,0,0,0,0,0,0
135,但早上起来一看口罩都戴上了！,0,0,0,0,0,0,0,0,0,0
136,我们可以尝试举行一个活动，每一层设计一个新冠新的变异，然后再楼中尝试研究这个变异的原因和治疗方案,0,0,0,0,0,0,0,0,0,0
137,有时候会设想宇宙会不会像细菌一样渺小，想象宇宙之外会有无止境的边缘与物体，就像地球上的物质总合也分几千亿个种类等级，宇宙中有无数个星系无数种有机星球，也可能有无数种生命和更高级的文明或是更可怕的存在，空间与生命消失后又会演变循环出什么，我不知道这类事情想多了是出于好奇探索还是会成就日后的神经兮兮，其实就是不甘心当下，无知无畏，想了解的更多，有大神知道吗？有和我一样的人吗？,0,0,0,0,0,0,0,0,0,0
138,宇宙的形状是怎样？宇宙内的物质是否再大爆炸之初就均匀的抛射出去，若宇宙内物质不均，那么是宇宙外部有什么存在对宇宙施加了影响吗？若宇宙物质均匀分布，那这物质世界为什么会有宇宙这唯一的物质聚合体。物质的基础单位原子是由电子围绕原子核以光速转动构成，那我的手掌接触墙壁时，墙壁的原子所带的电子是否与我手掌上的原子所带的电子在相互抨击，这样为何没有产生力，还是说这个力已经表现出来了，它阻止了我的手掌与墙壁融合。若集合半个宇宙的物质与能量做一个超算，以数字拟态地球过去某一瞬间的所有物质的性状，再往后推论，是否可以得到与现实一样的结果。若是一样的结果，那改变那一瞬间的某个历史事件，往后推演一万年，是否可以推演出人类不同进化路线？而现实世界会不会是某个存在的超算模拟的结果，其主程序只推演宇宙这一唯一物质世界，所以才会有一个宇宙，当这个存在对推演不满意时，回拨时间线，物质世界所有的物质都逐帧回档，我们的身体，激素分泌，思维所有的分子原子都一步步回到之前的状态，而我们茫然无知。就像我们拨动视频的进度条一样，也许这个世界已经重演了无数次。脑洞，就是想打字，就是玩,0,0,0,0,0,0,0,0,0,0
139,外星爸爸们，快来救救地球吧,0,0,0,0,0,0,0,0,0,0
140,应该先让给外国人,0,0,0,0,0,0,0,0,0,0
141,无语,0,0,0,0,0,0,0,0,0,0
142,我想等疫苗技术成熟之后再打,0,0,0,0,0,0,0,0,0,0
143,打完了没啥不良反应就是第二针胳膊疼了一天,0,0,0,0,0,0,0,0,0,0
144,第二针北京生物疫苗预约不到！！！,0,0,0,0,0,0,0,0,0,0
145,真是圣人啊。。。,0,0,0,0,0,0,0,0,0,0
146,现在国外各种变异新冠开始流行，巴西的变异新冠不再只是中老年人杀手而是开始对30-50岁的青壮年杀伤力增强，英国的对抗体穿透以及致死率提高30%，还有其它两三种增强型，都汇聚北美了，也不知道几种变异凑一块又会变出啥玩意。国内灭活疫苗虽然说不能包抵抗，但至少能减少重症几率，部分地方还是免费的，该打还是要打。,0,0,0,0,0,0,0,0,0,0
147,是这个道理,0,0,0,0,0,0,0,0,0,0
148,第一针国内都在强制性了吧，到现在第一针没打的真的赶快了,0,0,0,0,0,0,0,0,0,0
149,之前社区说有了疫苗通知。结果到现在还没有。,0,0,0,0,0,0,0,0,0,0
150,SHUIDASHUISHABI,0,0,0,0,0,0,0,0,0,0
152,不是说不带地名么？埃博拉，马尔堡不都带地名？只是单纯的疑问。,0,0,0,0,0,0,0,0,0,0
153,还有西班牙流感,0,0,0,0,0,0,0,0,0,0
154,我个人觉得只是一个名字，为何wx病毒就算是污名化？,0,0,0,0,0,0,0,0,0,0
155,外国人不那么玻璃心吧,0,0,0,0,0,0,0,0,0,0
156,还有香港禽流感,0,0,0,0,0,0,0,0,0,0
157,只是这一次不让用地名了，以免引发zz联想,0,0,0,0,0,0,0,0,0,0
158,非洲猪瘟，尼罗河病毒，新冠英国变种病毒。。。地名一直在用着呢。,0,0,0,0,0,0,0,0,0,0
159,这些地方没有攻击价值2333,0,0,0,0,0,0,0,0,0,0
160,正是因为以前以地名、动物名命名病毒，造成的地域及物种歧视，自2015年世卫组织就发布指南，不建议以地名、物种名等命名病毒，并不是专门为中国才提出的。,0,0,0,0,0,0,0,0,0,0
162,还有香港脚呢。,0,0,0,0,0,0,0,0,0,0
163,想咨询一下，治愈了的人后遗症大不大？会不会股骨头坏死的？,0,0,0,0,0,0,0,0,0,0
164,这得看激素用多少,0,0,0,0,0,0,0,0,0,0
165,不会，但是对肺有不可逆的伤害,0,0,0,0,0,0,0,0,0,0
166,肺钙化,0,0,0,0,0,0,0,0,0,0
168,重症的还是激素不过用量少了,0,0,0,0,0,0,0,0,0,0
169,小蝶不会得病,0,0,0,0,0,0,0,0,0,0
170,就临床统计来看，尚未发现人体的任何一个器官可以逃脱新冠的后遗症影响。甚至包括头发和指甲。,0,0,0,0,0,0,0,0,0,0
171,楼主人还在吗,0,0,0,0,0,0,0,0,0,0
172,合适。,0,0,0,0,0,0,0,0,0,0
173,打嘛，没问题,0,0,0,0,0,0,0,0,0,0
174,强制吗？,0,0,0,0,0,0,0,0,0,0
175,美国科研部门在海水中发现了新冠病毒的踪迹，大家最近还是少买生鲜的海产品小心中招！！有其他吧的吧友曾提出全球气温升高，使南北两级冰盖大面积融化，很多史前的细菌或病毒会激活复苏！难道新冠真是从海洋中向人类传播的？！恐怖😱！！,0,0,0,0,0,0,0,0,0,0
176,啊这,0,0,0,0,0,0,0,0,0,0
177,不奇怪吧，海水什么茵都有的啦。不是说一开始生命都来于海的吗？,0,0,0,0,0,0,0,0,0,0
178,首先要搞清楚几点，第一，是在五六个海滩中其中一个海滩的海水样品中检出病毒痕迹，第二，该样品中病毒含量极低，只有之前城市污水样品中检出病毒痕迹含量的十万分之一，第三，是检出病毒存在的痕迹，并不是活体病毒综合以上三点，该样品之所以会验出病毒存在的痕迹，有可能是因为采样的时候，附近就有沾染了病毒的物体在水中，所以刚好被收集到极微量的病毒碎片所以因为这一点就恐慌的话，实在是过分敏感，而且严重缺乏科学常识,0,0,0,0,0,0,0,0,0,0
179,空气中也有病毒，不呼吸了不成，做好防范就行了,0,0,0,0,0,0,0,0,0,0
180,一开始说是野生动物，现在又水下生物了，估计再过些时候，就轮到家禽家兽了，以后，咱们人类都吃素,0,0,0,0,0,0,0,0,0,0
182,要么呆傻要么心怀不轨别有企图,0,0,0,0,0,0,0,0,0,0
183,印度凭一己之力带崩全球疫情，谭德塞紧急发声，最担心之事发生印度还不断的通过恒河排垃圾到印度洋，包括新冠病毒在内吧。,0,0,0,0,0,0,0,0,0,0
184,az,0,0,0,0,0,0,0,0,0,0
185,不奇怪不奇怪海水没感染才奇怪,0,0,0,0,0,0,0,0,0,0
187,同时还有一个信息报道，有在城市打拼的1500万回乡创业去了。。。。。。回乡创业，回乡，回乡,0,0,0,0,0,0,0,0,0,0
188,大学job这么难找，那里缺人？,0,0,0,0,0,0,0,0,0,0
189,号称用工荒的站出来遛一圈，今年至少百万大学生。来，举个爪,0,0,0,0,0,0,0,0,0,0
191,视频来自：百度贴吧,0,0,0,0,0,0,0,0,0,0
192,马来西亚王牌巫师在医院手抓新冠病毒治病，这动作看起来很到位。但不带口罩就出来表演是不对的，事后该巫师被感染，隔离治疗中。,0,0,0,0,0,0,0,0,0,0
193,都没有戴口罩啊,0,0,0,0,0,0,0,0,0,0
194,太不懂事了,0,0,0,0,0,0,0,0,0,0
195,不相信科学,0,0,0,0,0,0,0,0,0,0
196,这围着的，有一个算一个，别跑。,0,0,0,0,0,0,0,0,0,0
197,神人,0,0,0,0,0,0,0,0,0,0
198,厉害了,0,0,0,0,0,0,0,0,0,0
199,哈哈哈哈笑死,0,0,0,0,0,0,0,0,0,0
200,巫师,0,0,0,0,0,0,0,0,0,0
201,农煮啥呀农？,0,0,0,0,0,0,0,0,0,0
203,还王牌我去，这些人是怎么活到现在的？,0,0,0,0,0,0,0,0,0,0
204,那美国就是相信通用祈祷祷告上帝来治疗,0,0,0,0,0,0,0,0,0,0
205,使者雷尔分享帖子：国外有很多关于血凝块和你在这里看到的警告。这一反应来自辉瑞公司（生产的疫苗）。图文：接种辉瑞公司生产的疫苗之后，一位老人身上出现了血泡。阅读（来自外星人耶洛因的书）了解人类的起源与未来酒零武山八玖壹壹山裙下免费书阅读祝愿世界永远和平,0,0,0,0,0,0,0,0,0,0
206,哪里能打到辉瑞？,0,0,0,0,0,0,0,0,0,0
208,分享贴子网络安全的问题来自：tieba.baidu.com/p/7326115115,0,0,0,0,0,0,0,0,0,0
209,史上最强病毒?,0,0,0,0,0,0,0,0,0,0
210,3年结束,0,0,0,0,0,0,0,0,0,0
211,流感和感冒不一样，流感病毒很猛的，每年因流感死亡几十万,0,0,0,0,0,0,0,0,0,0
212,人造玩意当然厉害,0,0,0,0,0,0,0,0,0,0
213,西班牙流感是两年左右才结束。新冠估计没三五年结束不了。,0,0,0,0,0,0,0,0,0,0
214,最强的肯定是非典,0,0,0,0,0,0,0,0,0,0
215,因为是人造的生化武器所以厉害,0,0,0,0,0,0,0,0,0,0
216,感谢这108个国家的认真防疫，防控疫情，人人有责，希望全球疫情快点结束，恢复正常的生活秩序,0,0,0,0,0,0,0,0,0,0
217,呵呵,0,0,0,0,0,0,0,0,0,0
219,这个国际合作得分是认真的？,0,0,0,0,0,0,0,0,0,0
220,西方拍的就不用看了,0,0,0,0,0,0,0,0,0,0
221,马斯克或许会颠覆航空行业，让飞机成为过去　　马斯克从不缺乏想象，也不缺乏实践。他已经打开了电动汽车行业的大门，通过Starship星际飞船和超级高铁（Hyperloop），他或许还会颠覆航空行业。本文译自Medium，作者WillLockett，原标题为IsElonMuskAboutToMakeTheAviationIndustryObsolete?，希望对您有所启发。　　埃隆·马斯克(ElonMusk)倾向于革新行业，比如PayPal、特斯拉和SpaceX。他是否准备在航空业上也革新一把呢？　　2019年，全球航空业产生了9.15亿吨二氧化碳，约占全球人类碳排放量的2%。这是我们集体足迹的很大一部分。　　加入马斯克吧，他已经启动了汽车领域的电动革命。他会在航空业上做同样的事情吗？遗憾的是，你短期内不会看到特斯拉飞机，电池还是太重了！但埃隆还有锦囊妙计。事实上，他有两个方法，这两个方法不会革新航空业，相反，它们会彻底摧毁航空业。这就是埃隆·马斯克的计划，让污染严重、速度缓慢、沉闷乏味的飞机变得无用。　　他的第一个方法是火箭，大火箭。　　Starship星际飞船是能带我们去火星的飞船，装载能力为100吨以上。但是，马斯克如何负担得起开发这样一艘飞船的费用呢？如何通过利用它来击败长途航班，从而在地球上的洲际旅游业中大赚一笔呢？让我解释一下。　　任何有价值的火箭都必须将有效载荷送入近地轨道(LEO)。LEO就在大气层之外，要想上近地轨道，你需要速度足够快。国际空间站在LEO，它的运行速度约为7.66公里/秒或17135英里/小时。以这个速度，你可以在40分钟内从纽约旅行到悉尼(9929英里)。相比之下，一架飞机要花大约一天的时间才能完成同样的旅程。　　所以如果Starship星际飞船可以在任何天气下持续着陆而不会爆炸，那么理论上，它可以从纽约起飞，进入LEO一段时间，然后在一小时内重新进入澳大利亚上空！所以在Starship星际飞船上可能不提供电影，可能只有一集情景喜剧。难吃的飞机餐也没有了，因为会在微重力状态下飘离你。　　所以，Starship星际飞船可以跑过地球上的任何飞机？但是它环保吗？而且这项服务会花很多钱吗？　　虽然一艘Starship星际飞船在发射过程中会消耗4600吨推进剂，但它的效率和环保程度是相当高的。这是因为Starship星际飞船和它的助推器火箭(超重型)是以甲烷为燃料的。　　甲烷燃烧时非常干净，产生的副产品极少。让我们将其与NASA的SLS火箭进行比较，SLS火箭是一种氢固体火箭助推器，其有效载荷明显低于Starship的70%。一艘SLS发射产生大约538吨二氧化碳，5.1吨烟灰，8.5吨氮氧化物，302吨无机氯（基本上就是催泪瓦斯）和423吨氧化铝。这些不同的化学物质，都对大气有害。　　相比之下，Starship星际飞船产生2683吨二氧化碳和1.7吨氮氧化物，除了一些水蒸气，没有任何有毒的催泪瓦斯或任何东西。Starship星际飞船每公斤有效载荷确实比SLS多产生60%的碳，但这并不奇怪。　　当火箭变得更大时，它们的燃料使用量往往会飙升。这是因为他们需要更多的推力来转移更重的重量，这意味着需要更多的燃料来驱动更大的引擎，这意味着它更重，这意味着它需要更多的推力，更多的燃料，等等。因此，Starship星际飞船运载超过42%，每公斤只多产生60%的碳，这是不可思议的事实。氮氧化物的含量出奇的低是因为甲烷在相对较低的温度下燃烧。总而言之，Starship星际飞船是最干净的火箭之一！　　但从某种角度来看，我的2009款大众高尔夫S1.4已经行驶了80000英里，在这段距离中只产生了102吨二氧化碳(至少根据大众的数据……)。这意味着星际飞船飞行产生的二氧化碳相当于我行驶2，104，313.7英里所产生的二氧化碳。因此，将这艘星际飞船称为“生态友好型”似乎有点牵强。但这取决于甲烷的来源。　　如果埃隆想让星际飞船达到碳中和，这其实很简单。地球上的生物大量产生甲烷。大多数厌氧菌吸收二氧化碳并利用它进行化学反应，在此过程中产生甲烷，这被称为甲烷生成。这就是屁中甲烷的来源，来源于你肠道中的厌氧菌。但是，因为这些生物使用的二氧化碳是从大气中抽出来的，这意味着从这些生物来源收集的甲烷是碳中和的。　　甲烷之所以成为碳中和燃料的好选择，是因为你不需要一个庞大而复杂的生物/合成燃料工厂，只需获取排放的**甲烷，你就拥有了火箭燃料。更少的基础设施，更少的污染，更容易获得和生产碳中性火箭燃料。　　所以下次***的时候，你可以大声宣布，你在生产可以把我们带到火星的火箭燃料。话虽如此，我还是应该写一篇关于要放多少个屁才能把我们送到火星的文章……　　所以，Starship星际飞船的二氧化碳比任何喷气式飞机或螺旋桨飞机更容易达到碳中和。你甚至可以更进一步，因为最近的技术进步使NOx捕获变得可行，而且由于每次发射产生的量很小，你也可以轻松抵消这种污染。这几乎就像是马斯克把Starship星际飞船设计成一个碳中和的火箭……　　那么，价格呢？这么大的火箭一定很贵吧？SpaceX公司并没有透露票价，但我们可以通过他们公布的数据和一些粗略的类比得到一个合理的估计。　　马斯克曾表示，他希望每次发射的成本为200万美元。所以乘客的票价必须达到这个数字。他还说过，近地轨道的有效载荷将超过100吨，我们知道它至少需要100吨，所以我们用这个数字来计算。由此，我们得到了每公斤20美元的价格，比今天的任何火箭都便宜(SLS每公斤6000美元)。　　现在，我们不能就这么把100吨重的人推到船上然后就收工了。让我们用一架波音747来模拟安全舒适的需求。747的载客量为366人，有效载荷为112.7吨。这意味着每位乘客的自身、座位、行李和飞机上的物品会占用约308公斤的重量空间。　　以747作为一个粗略的类比，我们可以猜测Starship星际飞船至少可以搭载325名乘客，总成本为200万美元，或者每位乘客6153美元。这可与今天的中程长途飞行相媲美。只是需要40分钟，不是一整天。例如，在我写这篇文章时，新加坡航空公司从纽约到悉尼的单程机票价格为10969.89美元，需要34个小时。而且这还不是最便宜的机票，由于新冠疫情，机票仍然很贵。但是，在疫情爆发前，同样的旅程的头等舱机票花费超过2万美元，这并不可能的。SpaceX可以让你的旅行时间缩短30倍，体验零重力，价格不到头等舱的一半，相当于高价经济舱。　　不难看出，即使马斯克每张机票的收费远远超过5万美元，全球定期航也会持续售空。你终究会去太空的。按照这个价格，他每次发射将获得超过14，250，275美元的收益。这就是埃隆开发能把我们带到火星的方法，用它也能在地球上赚很多钱。　　我甚至还没搞清楚埃隆会如何利用旧石油钻井平台作为Starship星际飞船的可移动起降平台。那是另一回的事了。　　因此，Starship星际飞船比目前航空行业的任何一家公司都更便宜、更快、更环保。长途飞机可能很快就会成为过去。但是，短途旅行呢？　　这次，方法不在于寻找星星，而是在我们的脚下，那就是超级高铁（Hyperloop）。　　与SpaceX不同，我们还没有任何价格或有效载荷，所以我无法做任何有趣的分析。但当你看超级高铁的工程时，也会发现它更快、更便宜、更环保。　　超级高铁实际上就是一列穿越真空管的豪华列车。这款游戏的理念是，玩家在自己选择的目的地(比如洛杉矶和旧金山)之间打通一条隧道，然后将其中所有的空气都吸走。然后你将一列加压火车(你希望乘客能够在几乎没有空气阻力的情况下前进)送入管道，这样不仅速度快，而且效率高。　　理论上，这样的系统可以达到760英里每小时(比波音747快190英里每小时)，并且完全由可再生能源提供动力。更棒的是，马斯克建议他可以开发一种汽车运输系统，你可以把电动汽车开到火车上，快速到达目的地，然后从另一端开出去。　　洛杉矶到旧金山是超级高铁计划中的第一条线路，路程约375英里。坐飞机大约需要一个半小时，坐超级高铁应该只需要半个小时！　　现在，超级高铁远不及Starship发达，但马斯克已经和他的亿万富翁朋友理查德·布兰森合作，将其开发成功能性原型机，然后进行商业运营。有趣的是，布兰森，一个在航空业有相当大的股份的人，也已经在与马斯克合作这个项目了。这就好像他预测超级高铁将在未来几年内取代飞机旅行，并希望加入这场革命一样。　　当然，鉴于所有这些，我是在猜测。我不知道埃隆·马斯克(ElonMusk)内心的想法，但我能说的是，马斯克正在采取一些重大的行动，以主宰运输行业，不仅在地球上，而且在太空中。而且，似乎没有人能妨碍他。　　所以，无论你想去哪里，无论是开车去商店，还是去附近的国家旅行，还是飞越半个地球，甚至是降落在另一个星球的表面，马斯克都为你准备了一艘飞船。　　准备好迎接未来几十年的精彩旅行吧。,0,0,0,0,0,0,0,0,0,0
